ano_mes,segmento,modalidade_credito,saldo,taxa_juros_aa,spread_pp
2019-01,PJ,Financiamento com recursos do BNDES,434954.0,10.31,
2019-02,Total,Total,3246698.0,24.77,18.68
2019-02,PF,Total,1822145.0,30.62,24.87
2019-02,PF,Cheque especial,24860.0,265.57,
2019-02,PF,Crédito pessoal não consignado,117521.0,122.44,
2019-02,PF,Crédito pessoal consignado,343392.0,24.24,
2019-02,PF,Aquisição de veículos,175044.0,22.01,
2019-02,PF,Cartão de crédito rotativo,36909.0,297.11,
2019-02,PF,Cartão de crédito parcelado,21301.0,170.47,
2019-02,PF,Desconto de cheques,1032.0,51.87,
2019-02,PF,Crédito rural,191281.0,6.48,
2019-02,PF,Financiamento imobiliário,602171.0,7.71,
2019-02,PF,Microcrédito,4608.0,35.51,
2019-02,PJ,Total,1424553.0,15.91,9.29
2019-02,PJ,Desconto de duplicatas e recebíveis,72547.0,20.88,
2019-02,PJ,Capital de giro,288898.0,17.28,
2019-02,PJ,Conta garantida,30772.0,37.65,
2019-02,PJ,Cheque especial,10018.0,346.38,
2019-02,PJ,Aquisição de veículos,29742.0,14.97,
2019-02,PJ,Vendor,3586.0,12.06,
2019-02,PJ,Compror,14926.0,14.42,
2019-02,PJ,Cartão de crédito rotativo,1485.0,189.4,
2019-02,PJ,Cartão de crédito parcelado,477.0,149.1,
2019-02,PJ,Adiantamento sobre contratos de câmbio (ACC),69852.0,4.72,
2019-02,PJ,Financiamento a importações,3351.0,7.98,
2019-02,PJ,Financiamento a exportações,110179.0,8.16,
2019-02,PJ,Repasse externo,33846.0,9.83,
2019-02,PJ,Crédito rural,67230.0,8.81,
2019-02,PJ,Financiamento imobiliário,44816.0,10.35,
2019-02,PJ,Financiamento com recursos do BNDES,433440.0,10.22,
2019-03,Total,Total,3272242.0,25.04,18.89
2019-03,PF,Total,1835214.0,31.09,25.34
2019-03,PF,Cheque especial,24469.0,271.74,
2019-03,PF,Crédito pessoal não consignado,119412.0,123.68,
2019-03,PF,Crédito pessoal consignado,346948.0,23.79,
2019-03,PF,Aquisição de veículos,176740.0,21.38,
2019-03,PF,Cartão de crédito rotativo,36243.0,301.08,
2019-03,PF,Cartão de crédito parcelado,22057.0,178.46,
2019-03,PF,Desconto de cheques,1022.0,50.63,
2019-03,PF,Crédito rural,192007.0,6.68,
2019-03,PF,Financiamento imobiliário,605213.0,7.8,
2019-03,PF,Microcrédito,4592.0,35.61,
2019-03,PJ,Total,1437028.0,15.88,9.12
2019-03,PJ,Desconto de duplicatas e recebíveis,81767.0,18.81,
2019-03,PJ,Capital de giro,290677.0,17.29,
2019-03,PJ,Conta garantida,31779.0,36.81,
2019-03,PJ,Cheque especial,10054.0,346.61,
2019-03,PJ,Aquisição de veículos,31318.0,14.21,
2019-03,PJ,Vendor,3716.0,12.33,
2019-03,PJ,Compror,15988.0,14.26,
2019-03,PJ,Cartão de crédito rotativo,1930.0,128.49,
2019-03,PJ,Cartão de crédito parcelado,497.0,158.27,
2019-03,PJ,Adiantamento sobre contratos de câmbio (ACC),72860.0,4.17,
2019-03,PJ,Financiamento a importações,3245.0,7.92,
2019-03,PJ,Financiamento a exportações,104104.0,8.84,
2019-03,PJ,Repasse externo,35033.0,10.17,
2019-03,PJ,Crédito rural,65933.0,8.94,
2019-03,PJ,Financiamento imobiliário,44232.0,10.75,
2019-03,PJ,Financiamento com recursos do BNDES,431813.0,10.2,
2019-04,Total,Total,3271867.0,25.13,18.99
2019-04,PF,Total,1851479.0,31.09,25.32
2019-04,PF,Cheque especial,25681.0,275.15,
2019-04,PF,Crédito pessoal não consignado,121332.0,126.9,
2019-04,PF,Crédito pessoal consignado,350717.0,23.53,
2019-04,PF,Aquisição de veículos,179073.0,21.26,
2019-04,PF,Cartão de crédito rotativo,37304.0,298.17,
2019-04,PF,Cartão de crédito parcelado,22598.0,170.84,
2019-04,PF,Desconto de cheques,1007.0,50.6,
2019-04,PF,Crédito rural,191735.0,6.75,
2019-04,PF,Financiamento imobiliário,607564.0,7.82,
2019-04,PF,Microcrédito,4696.0,35.58,
2019-04,PJ,Total,1420388.0,15.97,9.25
2019-04,PJ,Desconto de duplicatas e recebíveis,73911.0,20.72,
2019-04,PJ,Capital de giro,291718.0,17.34,
2019-04,PJ,Conta garantida,31494.0,39.6,
2019-04,PJ,Cheque especial,10301.0,349.38,
2019-04,PJ,Aquisição de veículos,33099.0,13.82,
2019-04,PJ,Vendor,3611.0,12.31,
2019-04,PJ,Compror,14586.0,14.12,
2019-04,PJ,Cartão de crédito rotativo,1490.0,178.74,
2019-04,PJ,Cartão de crédito parcelado,508.0,154.07,
2019-04,PJ,Adiantamento sobre contratos de câmbio (ACC),72283.0,4.41,
2019-04,PJ,Financiamento a importações,3175.0,8.02,
2019-04,PJ,Financiamento a exportações,105315.0,8.55,
2019-04,PJ,Repasse externo,35005.0,8.63,
2019-04,PJ,Crédito rural,64500.0,8.7,
2019-04,PJ,Financiamento imobiliário,43182.0,10.27,
2019-04,PJ,Financiamento com recursos do BNDES,427587.0,9.87,
2019-05,Total,Total,3291074.0,24.95,18.86
2019-05,PF,Total,1869587.0,30.94,25.21
2019-05,PF,Cheque especial,25431.0,272.65,
2019-05,PF,Crédito pessoal não consignado,124175.0,119.94,
2019-05,PF,Crédito pessoal consignado,354956.0,23.34,
2019-05,PF,Aquisição de veículos,181727.0,21.1,
2019-05,PF,Cartão de crédito rotativo,37486.0,299.81,
2019-05,PF,Cartão de crédito parcelado,23483.0,174.11,
2019-05,PF,Desconto de cheques,1026.0,48.11,
2019-05,PF,Crédito rural,192029.0,6.85,
2019-05,PF,Financiamento imobiliário,610527.0,7.85,
2019-05,PF,Microcrédito,4856.0,35.02,
2019-05,PJ,Total,1421487.0,15.7,9.07
2019-05,PJ,Desconto de duplicatas e recebíveis,75690.0,18.66,
2019-05,PJ,Capital de giro,295010.0,16.97,
2019-05,PJ,Conta garantida,31090.0,39.87,
2019-05,PJ,Cheque especial,9863.0,348.71,
2019-05,PJ,Aquisição de veículos,35105.0,13.85,
2019-05,PJ,Vendor,2989.0,12.58,
2019-05,PJ,Compror,14515.0,13.93,
2019-05,PJ,Cartão de crédito rotativo,1535.0,173.44,
2019-05,PJ,Cartão de crédito parcelado,534.0,157.46,
2019-05,PJ,Adiantamento sobre contratos de câmbio (ACC),73749.0,4.1,
2019-05,PJ,Financiamento a importações,3260.0,7.19,
2019-05,PJ,Financiamento a exportações,106426.0,8.6,
2019-05,PJ,Repasse externo,35533.0,9.44,
2019-05,PJ,Crédito rural,61023.0,9.06,
2019-05,PJ,Financiamento imobiliário,41856.0,10.55,
2019-05,PJ,Financiamento com recursos do BNDES,423423.0,9.76,
2019-06,Total,Total,3301500.0,24.83,19.13
2019-06,PF,Total,1881250.0,31.1,25.71
2019-06,PF,Cheque especial,25804.0,272.51,
2019-06,PF,Crédito pessoal não consignado,125953.0,120.12,
2019-06,PF,Crédito pessoal consignado,358316.0,22.97,
2019-06,PF,Aquisição de veículos,184080.0,20.8,
2019-06,PF,Cartão de crédito rotativo,38457.0,300.56,
2019-06,PF,Cartão de crédito parcelado,23962.0,175.58,
2019-06,PF,Desconto de cheques,1034.0,48.56,
2019-06,PF,Crédito rural,192666.0,7.12,
2019-06,PF,Financiamento imobiliário,614880.0,7.74,
2019-06,PF,Microcrédito,5031.0,35.17,
2019-06,PJ,Total,1420250.0,15.01,8.82
2019-06,PJ,Desconto de duplicatas e recebíveis,87759.0,17.66,
2019-06,PJ,Capital de giro,297337.0,16.12,
2019-06,PJ,Conta garantida,32718.0,38.62,
2019-06,PJ,Cheque especial,10361.0,347.04,
2019-06,PJ,Aquisição de veículos,36885.0,13.59,
2019-06,PJ,Vendor,2579.0,13.1,
2019-06,PJ,Compror,16446.0,14.53,
2019-06,PJ,Cartão de crédito rotativo,2606.0,100.12,
2019-06,PJ,Cartão de crédito parcelado,550.0,155.75,
2019-06,PJ,Adiantamento sobre contratos de câmbio (ACC),71228.0,3.56,
2019-06,PJ,Financiamento a importações,3240.0,6.43,
2019-06,PJ,Financiamento a exportações,102885.0,8.42,
2019-06,PJ,Repasse externo,33787.0,8.95,
2019-06,PJ,Crédito rural,57532.0,8.37,
2019-06,PJ,Financiamento imobiliário,40579.0,10.63,
2019-06,PJ,Financiamento com recursos do BNDES,411046.0,9.05,
2019-07,Total,Total,3296089.0,24.71,19.34
2019-07,PF,Total,1898176.0,30.8,25.69
2019-07,PF,Cheque especial,26124.0,269.56,
2019-07,PF,Crédito pessoal não consignado,126705.0,119.2,
2019-07,PF,Crédito pessoal consignado,362868.0,22.72,
2019-07,PF,Aquisição de veículos,185810.0,20.34,
2019-07,PF,Cartão de crédito rotativo,38257.0,300.41,
2019-07,PF,Cartão de crédito parcelado,24395.0,175.24,
2019-07,PF,Desconto de cheques,1017.0,46.85,
2019-07,PF,Crédito rural,189716.0,7.41,
2019-07,PF,Financiamento imobiliário,618102.0,7.81,
2019-07,PF,Microcrédito,5208.0,34.62,
2019-07,PJ,Total,1397913.0,15.11,9.33
2019-07,PJ,Desconto de duplicatas e recebíveis,80746.0,19.26,
2019-07,PJ,Capital de giro,296996.0,16.04,
2019-07,PJ,Conta garantida,32547.0,38.45,
2019-07,PJ,Cheque especial,9900.0,347.08,
2019-07,PJ,Aquisição de veículos,38495.0,13.35,
2019-07,PJ,Vendor,2478.0,12.47,
2019-07,PJ,Compror,15479.0,14.28,
2019-07,PJ,Cartão de crédito rotativo,2567.0,129.44,
2019-07,PJ,Cartão de crédito parcelado,582.0,156.33,
2019-07,PJ,Adiantamento sobre contratos de câmbio (ACC),67492.0,3.8,
2019-07,PJ,Financiamento a importações,3141.0,6.17,
2019-07,PJ,Financiamento a exportações,103143.0,8.54,
2019-07,PJ,Repasse externo,33047.0,8.38,
2019-07,PJ,Crédito rural,56459.0,7.99,
2019-07,PJ,Financiamento imobiliário,39747.0,10.31,
2019-07,PJ,Financiamento com recursos do BNDES,405069.0,8.26,
2019-08,Total,Total,3332876.0,24.82,19.5
2019-08,PF,Total,1920681.0,30.93,25.92
2019-08,PF,Cheque especial,26144.0,255.42,
2019-08,PF,Crédito pessoal não consignado,127712.0,116.6,
2019-08,PF,Crédito pessoal consignado,367051.0,22.49,
2019-08,PF,Aquisição de veículos,189657.0,20.1,
2019-08,PF,Cartão de crédito rotativo,39897.0,306.21,
2019-08,PF,Cartão de crédito parcelado,24800.0,177.29,
2019-08,PF,Desconto de cheques,1032.0,47.69,
2019-08,PF,Crédito rural,194064.0,7.19,
2019-08,PF,Financiamento imobiliário,620225.0,8.3,
2019-08,PF,Microcrédito,5327.0,36.44,
2019-08,PJ,Total,1412195.0,14.98,9.15
2019-08,PJ,Desconto de duplicatas e recebíveis,83737.0,17.9,
2019-08,PJ,Capital de giro,298483.0,16.43,
2019-08,PJ,Conta garantida,31910.0,38.1,
2019-08,PJ,Cheque especial,9979.0,327.06,
2019-08,PJ,Aquisição de veículos,40693.0,12.89,
2019-08,PJ,Vendor,2430.0,11.53,
2019-08,PJ,Compror,15770.0,13.56,
2019-08,PJ,Cartão de crédito rotativo,1940.0,153.02,
2019-08,PJ,Cartão de crédito parcelado,602.0,154.95,
2019-08,PJ,Adiantamento sobre contratos de câmbio (ACC),68515.0,3.82,
2019-08,PJ,Financiamento a importações,3614.0,8.75,
2019-08,PJ,Financiamento a exportações,105864.0,8.67,
2019-08,PJ,Repasse externo,35749.0,9.27,
2019-08,PJ,Crédito rural,56057.0,7.82,
2019-08,PJ,Financiamento imobiliário,38835.0,9.78,
2019-08,PJ,Financiamento com recursos do BNDES,406365.0,8.5,
2019-09,Total,Total,3368627.0,24.04,18.88
2019-09,PF,Total,1940168.0,30.22,25.31
2019-09,PF,Cheque especial,26368.0,245.65,
2019-09,PF,Crédito pessoal não consignado,128675.0,112.9,
2019-09,PF,Crédito pessoal consignado,372156.0,21.66,
2019-09,PF,Aquisição de veículos,192489.0,19.79,
2019-09,PF,Cartão de crédito rotativo,41109.0,306.99,
2019-09,PF,Cartão de crédito parcelado,24863.0,178.24,
2019-09,PF,Desconto de cheques,1026.0,46.82,
2019-09,PF,Crédito rural,197140.0,7.37,
2019-09,PF,Financiamento imobiliário,624421.0,7.64,
2019-09,PF,Microcrédito,5388.0,35.38,
2019-09,PJ,Total,1428459.0,14.1,8.52
2019-09,PJ,Desconto de duplicatas e recebíveis,94548.0,16.22,
2019-09,PJ,Capital de giro,297360.0,15.68,
2019-09,PJ,Conta garantida,32200.0,38.6,
2019-09,PJ,Cheque especial,10442.0,299.02,
2019-09,PJ,Aquisição de veículos,42644.0,12.55,
2019-09,PJ,Vendor,2261.0,10.46,
2019-09,PJ,Compror,17227.0,13.33,
2019-09,PJ,Cartão de crédito rotativo,2127.0,120.03,
2019-09,PJ,Cartão de crédito parcelado,625.0,152.32,
2019-09,PJ,Adiantamento sobre contratos de câmbio (ACC),69964.0,3.55,
2019-09,PJ,Financiamento a importações,3795.0,6.6,
2019-09,PJ,Financiamento a exportações,106185.0,8.18,
2019-09,PJ,Repasse externo,36292.0,7.95,
2019-09,PJ,Crédito rural,56631.0,7.28,
2019-09,PJ,Financiamento imobiliário,37910.0,10.19,
2019-09,PJ,Financiamento com recursos do BNDES,402369.0,8.28,
2019-10,Total,Total,3380207.0,23.55,18.77
2019-10,PF,Total,1963605.0,29.45,24.87
2019-10,PF,Cheque especial,26382.0,260.41,
2019-10,PF,Crédito pessoal não consignado,130769.0,98.55,
2019-10,PF,Crédito pessoal consignado,377084.0,21.2,
2019-10,PF,Aquisição de veículos,196124.0,19.65,
2019-10,PF,Cartão de crédito rotativo,40662.0,315.48,
2019-10,PF,Cartão de crédito parcelado,25010.0,173.58,
2019-10,PF,Desconto de cheques,1013.0,46.5,
2019-10,PF,Crédito rural,199207.0,7.33,
2019-10,PF,Financiamento imobiliário,629061.0,7.4,
2019-10,PF,Microcrédito,5582.0,35.18,
2019-10,PJ,Total,1416602.0,14.02,8.92
2019-10,PJ,Desconto de duplicatas e recebíveis,89207.0,17.01,
2019-10,PJ,Capital de giro,299352.0,15.14,
2019-10,PJ,Conta garantida,31612.0,38.6,
2019-10,PJ,Cheque especial,9929.0,313.57,
2019-10,PJ,Aquisição de veículos,45488.0,12.37,
2019-10,PJ,Vendor,2347.0,10.55,
2019-10,PJ,Compror,15858.0,12.48,
2019-10,PJ,Cartão de crédito rotativo,1376.0,191.65,
2019-10,PJ,Cartão de crédito parcelado,649.0,147.98,
2019-10,PJ,Adiantamento sobre contratos de câmbio (ACC),66089.0,3.61,
2019-10,PJ,Financiamento a importações,3686.0,5.46,
2019-10,PJ,Financiamento a exportações,107476.0,7.67,
2019-10,PJ,Repasse externo,35041.0,7.91,
2019-10,PJ,Crédito rural,57153.0,7.22,
2019-10,PJ,Financiamento imobiliário,37124.0,10.21,
2019-10,PJ,Financiamento com recursos do BNDES,396296.0,7.77,
2019-11,Total,Total,3423180.0,23.63,18.92
2019-11,PF,Total,1986910.0,29.71,25.21
2019-11,PF,Cheque especial,25500.0,263.98,
2019-11,PF,Crédito pessoal não consignado,132502.0,102.31,
2019-11,PF,Crédito pessoal consignado,379314.0,20.84,
2019-11,PF,Aquisição de veículos,199841.0,19.29,
2019-11,PF,Cartão de crédito rotativo,41569.0,315.93,
2019-11,PF,Cartão de crédito parcelado,24920.0,177.77,
2019-11,PF,Desconto de cheques,1040.0,46.87,
2019-11,PF,Crédito rural,201236.0,7.09,
2019-11,PF,Financiamento imobiliário,633599.0,7.24,
2019-11,PF,Microcrédito,5815.0,33.74,
2019-11,PJ,Total,1436270.0,13.74,8.67
2019-11,PJ,Desconto de duplicatas e recebíveis,95728.0,15.87,
2019-11,PJ,Capital de giro,304459.0,15.11,
2019-11,PJ,Conta garantida,32761.0,37.43,
2019-11,PJ,Cheque especial,10340.0,317.75,
2019-11,PJ,Aquisição de veículos,47874.0,11.96,
2019-11,PJ,Vendor,2494.0,10.02,
2019-11,PJ,Compror,16432.0,12.51,
2019-11,PJ,Cartão de crédito rotativo,1509.0,181.93,
2019-11,PJ,Cartão de crédito parcelado,670.0,153.07,
2019-11,PJ,Adiantamento sobre contratos de câmbio (ACC),66134.0,3.47,
2019-11,PJ,Financiamento a importações,3808.0,5.81,
2019-11,PJ,Financiamento a exportações,109319.0,7.43,
2019-11,PJ,Repasse externo,36136.0,8.4,
2019-11,PJ,Crédito rural,56549.0,6.71,
2019-11,PJ,Financiamento imobiliário,35637.0,9.71,
2019-11,PJ,Financiamento com recursos do BNDES,394320.0,7.38,
2019-12,Total,Total,3475816.0,22.63,17.88
2019-12,PF,Total,2015994.0,28.28,23.82
2019-12,PF,Cheque especial,24151.0,247.56,
2019-12,PF,Crédito pessoal não consignado,132280.0,94.57,
2019-12,PF,Crédito pessoal consignado,383811.0,20.54,
2019-12,PF,Aquisição de veículos,203586.0,19.15,
2019-12,PF,Cartão de crédito rotativo,41267.0,316.91,
2019-12,PF,Cartão de crédito parcelado,24542.0,175.81,
2019-12,PF,Desconto de cheques,1042.0,47.12,
2019-12,PF,Crédito rural,204421.0,6.9,
2019-12,PF,Financiamento imobiliário,638138.0,7.25,
2019-12,PF,Microcrédito,6153.0,34.88,
2019-12,PJ,Total,1459823.0,13.48,8.27
2019-12,PJ,Desconto de duplicatas e recebíveis,115099.0,14.82,
2019-12,PJ,Capital de giro,310428.0,14.21,
2019-12,PJ,Conta garantida,32824.0,36.06,
2019-12,PJ,Cheque especial,9568.0,310.89,
2019-12,PJ,Aquisição de veículos,50062.0,11.94,
2019-12,PJ,Vendor,3048.0,9.65,
2019-12,PJ,Compror,18744.0,12.3,
2019-12,PJ,Cartão de crédito rotativo,3023.0,121.0,
2019-12,PJ,Cartão de crédito parcelado,697.0,137.2,
2019-12,PJ,Adiantamento sobre contratos de câmbio (ACC),67601.0,3.13,
2019-12,PJ,Financiamento a importações,3613.0,1.3,
2019-12,PJ,Financiamento a exportações,106270.0,7.53,
2019-12,PJ,Repasse externo,34462.0,8.31,
2019-12,PJ,Crédito rural,55550.0,6.84,
2019-12,PJ,Financiamento imobiliário,33894.0,10.16,
2019-12,PJ,Financiamento com recursos do BNDES,382392.0,8.36,
2020-01,Total,Total,3465204.0,23.15,18.43
2020-01,PF,Total,2032571.0,28.12,23.75
2020-01,PF,Cheque especial,25671.0,140.82,
2020-01,PF,Crédito pessoal não consignado,135038.0,103.59,
2020-01,PF,Crédito pessoal consignado,388590.0,21.3,
2020-01,PF,Aquisição de veículos,206975.0,19.73,
2020-01,PF,Cartão de crédito rotativo,42254.0,314.59,
2020-01,PF,Cartão de crédito parcelado,24656.0,184.08,
2020-01,PF,Desconto de cheques,1034.0,45.31,
2020-01,PF,Crédito rural,206194.0,6.86,
2020-01,PF,Financiamento imobiliário,640356.0,7.41,
2020-01,PF,Microcrédito,6169.0,35.9,
2020-01,PJ,Total,1432633.0,14.95,9.66
2020-01,PJ,Desconto de duplicatas e recebíveis,94295.0,17.21,
2020-01,PJ,Capital de giro,311137.0,15.98,
2020-01,PJ,Conta garantida,33406.0,36.34,
2020-01,PJ,Cheque especial,10589.0,290.81,
2020-01,PJ,Aquisição de veículos,51189.0,12.53,
2020-01,PJ,Vendor,2872.0,10.89,
2020-01,PJ,Compror,15209.0,11.99,
2020-01,PJ,Cartão de crédito rotativo,2601.0,221.31,
2020-01,PJ,Cartão de crédito parcelado,713.0,151.39,
2020-01,PJ,Adiantamento sobre contratos de câmbio (ACC),66669.0,3.72,
2020-01,PJ,Financiamento a importações,4258.0,5.93,
2020-01,PJ,Financiamento a exportações,107766.0,6.51,
2020-01,PJ,Repasse externo,35926.0,7.52,
2020-01,PJ,Crédito rural,55475.0,7.38,
2020-01,PJ,Financiamento imobiliário,32981.0,10.0,
2020-01,PJ,Financiamento com recursos do BNDES,380498.0,10.09,
2020-02,Total,Total,3484597.0,23.11,18.62
2020-02,PF,Total,2041600.0,28.71,24.5
2020-02,PF,Cheque especial,26630.0,130.6,
2020-02,PF,Crédito pessoal não consignado,136862.0,106.56,
2020-02,PF,Crédito pessoal consignado,393289.0,21.35,
2020-02,PF,Aquisição de veículos,209001.0,19.4,
2020-02,PF,Cartão de crédito rotativo,43787.0,321.67,
2020-02,PF,Cartão de crédito parcelado,25142.0,186.69,
2020-02,PF,Desconto de cheques,1047.0,43.07,
2020-02,PF,Crédito rural,207329.0,6.8,
2020-02,PF,Financiamento imobiliário,643191.0,7.34,
2020-02,PF,Microcrédito,6197.0,35.44,
2020-02,PJ,Total,1442997.0,13.84,8.9
2020-02,PJ,Desconto de duplicatas e recebíveis,95159.0,15.22,
2020-02,PJ,Capital de giro,313526.0,15.14,
2020-02,PJ,Conta garantida,34813.0,35.32,
2020-02,PJ,Cheque especial,11369.0,320.57,
2020-02,PJ,Aquisição de veículos,52608.0,12.07,
2020-02,PJ,Vendor,2905.0,10.44,
2020-02,PJ,Compror,14886.0,12.12,
2020-02,PJ,Cartão de crédito rotativo,1748.0,168.91,
2020-02,PJ,Cartão de crédito parcelado,736.0,150.88,
2020-02,PJ,Adiantamento sobre contratos de câmbio (ACC),66688.0,3.44,
2020-02,PJ,Financiamento a importações,4114.0,6.69,
2020-02,PJ,Financiamento a exportações,111505.0,6.51,
2020-02,PJ,Repasse externo,38535.0,6.37,
2020-02,PJ,Crédito rural,55558.0,6.66,
2020-02,PJ,Financiamento imobiliário,31968.0,9.69,
2020-02,PJ,Financiamento com recursos do BNDES,377875.0,7.99,
2020-03,Total,Total,3583277.0,22.73,18.03
2020-03,PF,Total,2048038.0,28.33,23.85
2020-03,PF,Cheque especial,25897.0,130.61,
2020-03,PF,Crédito pessoal não consignado,137734.0,94.74,
2020-03,PF,Crédito pessoal consignado,396703.0,21.03,
2020-03,PF,Aquisição de veículos,209310.0,19.76,
2020-03,PF,Cartão de crédito rotativo,41002.0,327.26,
2020-03,PF,Cartão de crédito parcelado,29507.0,188.94,
2020-03,PF,Desconto de cheques,993.0,41.0,
2020-03,PF,Crédito rural,208325.0,6.85,
2020-03,PF,Financiamento imobiliário,647763.0,7.15,
2020-03,PF,Microcrédito,6150.0,35.32,
2020-03,PJ,Total,1535239.0,13.72,8.68
2020-03,PJ,Desconto de duplicatas e recebíveis,107306.0,14.48,
2020-03,PJ,Capital de giro,327112.0,14.97,
2020-03,PJ,Conta garantida,37067.0,37.97,
2020-03,PJ,Cheque especial,10884.0,312.07,
2020-03,PJ,Aquisição de veículos,54261.0,11.48,
2020-03,PJ,Vendor,3012.0,10.47,
2020-03,PJ,Compror,16358.0,11.41,
2020-03,PJ,Cartão de crédito rotativo,3940.0,92.12,
2020-03,PJ,Cartão de crédito parcelado,778.0,150.94,
2020-03,PJ,Adiantamento sobre contratos de câmbio (ACC),87600.0,3.11,
2020-03,PJ,Financiamento a importações,4868.0,12.5,
2020-03,PJ,Financiamento a exportações,131011.0,6.88,
2020-03,PJ,Repasse externo,43853.0,8.5,
2020-03,PJ,Crédito rural,56230.0,6.68,
2020-03,PJ,Financiamento imobiliário,32408.0,8.04,
2020-03,PJ,Financiamento com recursos do BNDES,379434.0,8.11,
2020-04,Total,Total,3584114.0,21.34,17.05
2020-04,PF,Total,2028719.0,26.8,22.52
2020-04,PF,Cheque especial,24649.0,119.56,
2020-04,PF,Crédito pessoal não consignado,138854.0,86.35,
2020-04,PF,Crédito pessoal consignado,397272.0,20.11,
2020-04,PF,Aquisição de veículos,205933.0,20.38,
2020-04,PF,Cartão de crédito rotativo,41954.0,313.46,
2020-04,PF,Cartão de crédito parcelado,30480.0,148.79,
2020-04,PF,Desconto de cheques,915.0,36.68,
2020-04,PF,Crédito rural,207533.0,6.8,
2020-04,PF,Financiamento imobiliário,653820.0,7.22,
2020-04,PF,Microcrédito,6363.0,35.61,
2020-04,PJ,Total,1555394.0,13.07,8.77
2020-04,PJ,Desconto de duplicatas e recebíveis,95019.0,14.91,
2020-04,PJ,Capital de giro,358240.0,13.56,
2020-04,PJ,Conta garantida,34063.0,28.48,
2020-04,PJ,Cheque especial,9825.0,321.84,
2020-04,PJ,Aquisição de veículos,53517.0,12.27,
2020-04,PJ,Vendor,2640.0,8.95,
2020-04,PJ,Compror,15552.0,9.35,
2020-04,PJ,Cartão de crédito rotativo,3298.0,181.69,
2020-04,PJ,Cartão de crédito parcelado,839.0,135.65,
2020-04,PJ,Adiantamento sobre contratos de câmbio (ACC),91306.0,4.7,
2020-04,PJ,Financiamento a importações,4672.0,6.29,
2020-04,PJ,Financiamento a exportações,139423.0,7.17,
2020-04,PJ,Repasse externo,45882.0,7.79,
2020-04,PJ,Crédito rural,57917.0,6.72,
2020-04,PJ,Financiamento imobiliário,32959.0,7.93,
2020-04,PJ,Financiamento com recursos do BNDES,382832.0,7.01,
2020-05,Total,Total,3596217.0,20.52,16.51
2020-05,PF,Total,2026822.0,26.12,22.07
2020-05,PF,Cheque especial,22236.0,116.22,
2020-05,PF,Crédito pessoal não consignado,138135.0,86.51,
2020-05,PF,Crédito pessoal consignado,397911.0,19.98,
2020-05,PF,Aquisição de veículos,204541.0,19.46,
2020-05,PF,Cartão de crédito rotativo,39797.0,302.5,
2020-05,PF,Cartão de crédito parcelado,30375.0,138.39,
2020-05,PF,Desconto de cheques,867.0,31.8,
2020-05,PF,Crédito rural,207856.0,6.76,
2020-05,PF,Financiamento imobiliário,660112.0,7.16,
2020-05,PF,Microcrédito,6256.0,33.67,
2020-05,PJ,Total,1569394.0,12.17,8.23
2020-05,PJ,Desconto de duplicatas e recebíveis,89685.0,14.52,
2020-05,PJ,Capital de giro,382200.0,12.39,
2020-05,PJ,Conta garantida,30658.0,27.6,
2020-05,PJ,Cheque especial,8325.0,307.91,
2020-05,PJ,Aquisição de veículos,54352.0,12.6,
2020-05,PJ,Vendor,2406.0,7.17,
2020-05,PJ,Compror,13395.0,7.88,
2020-05,PJ,Cartão de crédito rotativo,1644.0,171.17,
2020-05,PJ,Cartão de crédito parcelado,916.0,129.48,
2020-05,PJ,Adiantamento sobre contratos de câmbio (ACC),89255.0,4.67,
2020-05,PJ,Financiamento a importações,4202.0,4.49,
2020-05,PJ,Financiamento a exportações,142477.0,7.54,
2020-05,PJ,Repasse externo,45657.0,6.82,
2020-05,PJ,Crédito rural,57906.0,7.18,
2020-05,PJ,Financiamento imobiliário,33419.0,9.11,
2020-05,PJ,Financiamento com recursos do BNDES,384358.0,7.94,
2020-06,Total,Total,3623349.0,19.12,15.43
2020-06,PF,Total,2040209.0,24.61,20.9
2020-06,PF,Cheque especial,21565.0,112.64,
2020-06,PF,Crédito pessoal não consignado,137492.0,84.99,
2020-06,PF,Crédito pessoal consignado,399979.0,19.64,
2020-06,PF,Aquisição de veículos,204654.0,18.99,
2020-06,PF,Cartão de crédito rotativo,38204.0,288.19,
2020-06,PF,Cartão de crédito parcelado,29240.0,118.15,
2020-06,PF,Desconto de cheques,822.0,31.35,
2020-06,PF,Crédito rural,208084.0,6.56,
2020-06,PF,Financiamento imobiliário,667005.0,7.17,
2020-06,PF,Microcrédito,6398.0,33.09,
2020-06,PJ,Total,1583140.0,10.85,7.2
2020-06,PJ,Desconto de duplicatas e recebíveis,92289.0,12.18,
2020-06,PJ,Capital de giro,392304.0,11.46,
2020-06,PJ,Conta garantida,28878.0,27.16,
2020-06,PJ,Cheque especial,7578.0,300.24,
2020-06,PJ,Aquisição de veículos,53915.0,12.08,
2020-06,PJ,Vendor,2079.0,7.79,
2020-06,PJ,Compror,11699.0,7.62,
2020-06,PJ,Cartão de crédito rotativo,2346.0,84.97,
2020-06,PJ,Cartão de crédito parcelado,938.0,93.26,
2020-06,PJ,Adiantamento sobre contratos de câmbio (ACC),85720.0,4.11,
2020-06,PJ,Financiamento a importações,3711.0,5.46,
2020-06,PJ,Financiamento a exportações,136783.0,6.92,
